,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
322,João Félix,FW,Portugal,23,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,18.6,0.0,0,0,0.9,0.9,0.08,0.1,0.1,4.0,2,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,5.0,1.0,0.0,7.0,1.91,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0,153.0,1.0,12.0,66.0,78.0,13.0,153.0,2.0,8.0,25.0,5.0,0.0,130.0,21.0,4,331.0,83.0,73.6,4,83.0,1,0,,1,2.25,9.0,3.0,6.0,1.63,1.63,5.4,4.2,1.1,0.31,0.21,91.0,122.0,74.6,1335.0,254.0,55.0,69.0,79.7,30.0,37.0,81.1,5.0,9.0,55.6,2,0.4,0.2,1.6,3.0,7.0,3.0,0.0,7.0,1,0,0,8,9,1,4,0.0,0.0,0,9.0,2.0,1.0,66.7
323,João Mário,FW,Portugal,29,1993,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,1,0.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,2.0,0.0,0.0,2.0,2.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,24.0,29.0,2.0,52.0,0.0,1.0,0.0,2.0,0.0,34.0,3.0,2,84.0,42.0,18.7,1,81.0,0,1,3.0,3,1.5,1.0,2.0,-1.0,-1.07,-2.79,1.3,1.5,-0.2,-0.23,-0.59,37.0,40.0,92.5,516.0,92.0,22.0,23.0,95.7,9.0,10.0,90.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,2,0.0,0.0,0,5.0,0.0,2.0,0.0
324,João Palhinha,MF,Portugal,27,1995,0.4,0,1,0,0.0,2.37,0.0,0.0,,33.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,3.0,1.0,0.0,3.0,7.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,9.0,22.0,10.0,1.0,41.0,1.0,2.0,50.0,2.0,1.0,25.0,1.0,3,38.0,13.0,8.4,0,,0,3,13.0,2,2.0,1.0,2.0,-1.0,-2.37,-3.9,1.1,1.4,-0.2,-0.57,-0.9,26.0,31.0,83.9,442.0,125.0,11.0,11.0,100.0,11.0,13.0,84.6,3.0,6.0,50.0,0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,1.0,0,0,0,2,0,0,0,0.0,0.0,0,5.0,0.0,3.0,0.0
325,Joško Gvardiol,DF,Croatia,20,2002,7.7,1,2,1,50.0,0.26,0.13,0.5,1.0,16.8,0.0,0,0,0.1,0.1,0.07,0.9,0.9,9.0,6,5.0,4.0,0.0,5.0,8.0,62.5,3.0,8.0,4.0,4.0,11,20.0,37.0,0.0,4.0,0.57,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,84.0,273.0,312.0,21.0,4.0,601.0,1.0,2.0,50.0,1.0,2.0,420.0,3.0,7,690.0,99.0,100.0,7,99.0,7,0,,0,1.43,8.0,7.0,1.0,0.13,,7.0,11.0,-4.0,-0.58,-0.58,464.0,519.0,89.4,8363.0,3112.0,195.0,204.0,95.6,224.0,244.0,91.8,39.0,58.0,67.2,0,0.0,0.3,0.0,1.0,26.0,1.0,0.0,17.0,0,0,0,8,6,0,1,0.0,0.0,0,48.0,3.0,5.0,37.5
326,Juan Foyth,DF,Argentina,24,1998,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,100.0,1.0,0.0,2.0,1.0,1,5.0,5.0,0.7,0,,0,1,5.0,6,3.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.1,-0.1,-1.78,-3.18,3.0,4.0,75.0,31.0,13.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
327,Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,1,2,2,100.0,2.0,2.0,0.5,0.5,3.9,0.0,0,0,0.5,0.5,0.27,0.5,0.5,4.0,3,4.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2,6.0,10.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,13.0,32.0,8.0,1.0,1.0,41.0,0.0,0.0,,1.0,0.0,14.0,0.0,1,90.0,90.0,33.3,1,90.0,1,0,,2,0.0,2.0,4.0,-2.0,-2.0,1.0,1.3,5.7,-4.4,-4.4,-2.25,19.0,24.0,79.2,368.0,223.0,9.0,10.0,90.0,8.0,9.0,88.9,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0
328,Jude Bellingham,MF,England,19,2003,4.6,1,5,3,60.0,1.09,0.65,0.2,0.33,12.4,0.0,0,0,0.6,0.6,0.11,0.4,0.4,16.0,15,5.0,6.0,5.0,5.0,6.0,83.3,1.0,10.0,0.0,10.0,5,21.0,0.0,0.0,17.0,3.7,12.0,0.0,2.0,3.0,0.0,0.0,6.0,1.31,5.0,0.0,1.0,0.0,0.0,0.0,324.0,2.0,44.0,203.0,83.0,14.0,324.0,6.0,13.0,46.2,8.0,6.0,234.0,30.0,5,414.0,83.0,92.0,5,83.0,3,0,,0,2.0,13.0,4.0,9.0,1.96,1.96,8.2,3.8,4.4,0.96,0.45,235.0,265.0,88.7,3972.0,726.0,111.0,121.0,91.7,101.0,109.0,92.7,20.0,24.0,83.3,1,0.3,0.5,0.7,4.0,18.0,4.0,0.0,14.0,0,0,0,5,5,0,4,0.0,0.0,0,31.0,6.0,9.0,40.0
329,Jules Koundé,DF,France,24,1998,5.3,0,4,1,25.0,0.75,0.19,0.0,0.0,19.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,11.0,8,9.0,1.0,1.0,7.0,12.0,58.3,5.0,7.0,4.0,3.0,5,16.0,8.0,0.0,5.0,0.94,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,352.0,17.0,125.0,175.0,54.0,2.0,352.0,3.0,4.0,75.0,3.0,2.0,215.0,1.0,6,480.0,80.0,72.7,5,96.0,3,1,2.0,1,2.67,12.0,5.0,7.0,1.31,0.81,9.0,7.8,1.2,0.22,-1.06,252.0,311.0,81.0,4123.0,1291.0,128.0,137.0,93.4,99.0,122.0,81.1,21.0,28.0,75.0,0,0.1,0.1,-0.1,1.0,25.0,0.0,0.0,6.0,1,0,0,5,2,0,2,0.0,0.0,0,25.0,5.0,8.0,38.5
330,Julián Álvarez,FW,Argentina,22,2000,5.2,4,11,8,72.7,2.13,1.55,0.36,0.5,12.2,0.0,0,0,2.6,2.6,0.24,1.4,1.4,4.0,2,3.0,0.0,1.0,0.0,2.0,0.0,2.0,8.0,0.0,8.0,0,4.0,3.0,0.0,10.0,1.94,7.0,0.0,0.0,2.0,1.0,0.0,2.0,0.39,1.0,0.0,0.0,0.0,1.0,0.0,174.0,1.0,20.0,63.0,94.0,20.0,174.0,0.0,3.0,0.0,11.0,7.0,118.0,21.0,7,464.0,66.0,67.2,5,81.0,0,2,30.0,0,2.0,13.0,2.0,11.0,2.13,3.73,10.5,2.0,8.5,1.66,0.85,93.0,121.0,76.9,1159.0,132.0,62.0,73.0,84.9,17.0,24.0,70.8,5.0,6.0,83.3,0,0.1,0.7,-0.1,2.0,2.0,2.0,1.0,3.0,0,0,0,13,2,5,3,1.0,0.0,0,21.0,2.0,10.0,16.7
331,Jung Woo-young,MF,Korea Republic,33,1989,3.4,0,1,0,0.0,0.3,0.0,0.0,,25.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,5.0,4,3.0,2.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,3,8.0,7.0,0.0,7.0,2.08,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,239.0,13.0,61.0,150.0,29.0,1.0,239.0,0.0,0.0,,2.0,2.0,168.0,1.0,4,303.0,76.0,84.2,4,76.0,2,0,,0,1.0,4.0,8.0,-4.0,-1.19,-2.77,3.9,6.3,-2.4,-0.7,-0.47,178.0,211.0,84.4,3599.0,1019.0,67.0,75.0,89.3,78.0,88.0,88.6,31.0,42.0,73.8,0,0.1,0.1,-0.1,2.0,25.0,2.0,0.0,14.0,2,0,0,11,0,0,1,0.0,1.0,0,24.0,6.0,2.0,75.0
332,Junior Hoilett,FW,Canada,32,1990,1.8,0,4,0,0.0,2.24,0.0,0.0,,24.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,8.0,4,1.0,2.0,5.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1,9.0,0.0,0.0,7.0,3.91,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,5.0,35.0,39.0,2.0,78.0,2.0,7.0,28.6,5.0,2.0,47.0,6.0,3,161.0,54.0,59.6,2,66.0,0,1,29.0,0,0.0,1.0,5.0,-4.0,-2.24,-1.41,3.5,2.5,1.0,0.57,1.13,43.0,59.0,72.9,743.0,324.0,23.0,26.0,88.5,10.0,14.0,71.4,7.0,13.0,53.8,0,0.4,0.4,-0.4,4.0,3.0,6.0,3.0,6.0,1,0,0,1,5,1,13,0.0,0.0,0,8.0,0.0,0.0,
333,Junya Ito,MF,Japan,29,1993,3.6,0,2,1,50.0,0.56,0.28,0.0,0.0,11.1,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,7.0,4,3.0,3.0,1.0,5.0,9.0,55.6,4.0,4.0,1.0,3.0,5,12.0,6.0,0.0,10.0,3.06,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.61,2.0,0.0,0.0,0.0,0.0,0.0,134.0,6.0,42.0,49.0,46.0,4.0,134.0,2.0,8.0,25.0,6.0,3.0,68.0,8.0,4,324.0,81.0,83.1,3,100.0,3,1,24.0,0,1.75,5.0,4.0,1.0,0.28,0.28,4.5,5.6,-1.1,-0.34,-0.75,59.0,97.0,60.8,752.0,288.0,40.0,52.0,76.9,16.0,22.0,72.7,1.0,12.0,8.3,1,0.2,0.1,0.8,5.0,2.0,2.0,1.0,5.0,0,0,0,0,5,1,14,0.0,0.0,0,17.0,3.0,6.0,33.3
334,Jurriën Timber,DF,Netherlands,21,2001,4.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,12.0,6,5.0,7.0,0.0,6.0,6.0,100.0,0.0,1.0,0.0,1.0,10,22.0,13.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,16.0,130.0,226.0,9.0,0.0,361.0,4.0,6.0,66.7,7.0,2.0,261.0,2.0,4,390.0,98.0,81.3,4,98.0,4,0,,1,2.0,8.0,4.0,4.0,0.92,-1.08,3.9,5.2,-1.2,-0.31,-0.15,283.0,313.0,90.4,4444.0,1337.0,144.0,151.0,95.4,116.0,126.0,92.1,18.0,29.0,62.1,0,0.0,0.1,0.0,0.0,32.0,0.0,0.0,15.0,1,0,0,17,4,0,1,0.0,0.0,0,30.0,4.0,3.0,57.1
335,Kai Havertz,FW,Germany,23,1999,1.1,2,5,3,60.0,4.41,2.65,0.4,0.67,13.1,0.0,0,0,1.4,1.4,0.27,0.6,0.6,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0,7.0,6.12,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,18.0,27.0,11.0,46.0,0.0,0.0,,4.0,0.0,36.0,7.0,2,102.0,51.0,37.8,1,78.0,0,1,24.0,1,1.5,4.0,2.0,2.0,1.76,2.3,6.0,1.9,4.1,3.59,2.22,27.0,34.0,79.4,388.0,89.0,12.0,14.0,85.7,10.0,10.0,100.0,2.0,2.0,100.0,0,0.2,0.5,-0.2,2.0,2.0,3.0,1.0,4.0,0,0,0,3,0,3,2,0.0,0.0,0,3.0,0.0,2.0,0.0
336,Kalidou Koulibaly,DF,Senegal,31,1991,4.0,1,2,1,50.0,0.5,0.25,0.5,1.0,7.9,0.0,0,0,0.5,0.5,0.25,0.5,0.5,12.0,9,10.0,2.0,0.0,7.0,11.0,63.6,4.0,4.0,1.0,3.0,2,14.0,30.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,48.0,151.0,108.0,6.0,3.0,260.0,0.0,0.0,,1.0,1.0,140.0,0.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.5,5.0,7.0,-2.0,-0.5,,4.6,3.5,1.0,0.26,,156.0,205.0,76.1,3196.0,1327.0,49.0,52.0,94.2,80.0,88.0,90.9,23.0,55.0,41.8,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,9.0,1,0,0,3,3,0,0,0.0,0.0,0,28.0,11.0,5.0,68.8
337,Kalvin Phillips,MF,England,27,1995,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.14,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,8.0,12.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,18.0,1.0,2,42.0,21.0,9.3,0,,0,2,21.0,3,3.0,1.0,0.0,1.0,2.14,0.38,1.4,0.4,0.9,2.01,1.2,17.0,19.0,89.5,363.0,97.0,4.0,4.0,100.0,9.0,10.0,90.0,3.0,3.0,100.0,1,0.1,0.0,0.9,1.0,2.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0
338,Kamal Miller,DF,Canada,25,1997,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,6.0,4,5.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,4,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,18.0,97.0,126.0,6.0,0.0,229.0,1.0,2.0,50.0,1.0,1.0,173.0,1.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,186.0,205.0,90.7,3184.0,1385.0,83.0,86.0,96.5,84.0,89.0,94.4,15.0,23.0,65.2,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,1,0,0,0,3,0,0,0.0,0.0,0,14.0,7.0,5.0,58.3
339,Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,0,1,1,100.0,1.55,1.55,0.0,0.0,21.8,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,3.0,5.0,22.0,4.0,28.0,1.0,5.0,20.0,1.0,1.0,24.0,4.0,2,58.0,29.0,21.5,0,,0,2,29.0,1,1.5,0.0,0.0,0.0,0.0,0.85,0.7,0.8,-0.1,-0.1,0.48,10.0,19.0,52.6,124.0,31.0,8.0,10.0,80.0,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,2,2,0,4,0.0,0.0,0,0.0,2.0,1.0,66.7
340,Kamil Glik,DF,Poland,34,1988,4.0,0,3,0,0.0,0.75,0.0,0.0,,11.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,2.0,1,1.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,3,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,29.0,92.0,70.0,5.0,4.0,167.0,0.0,0.0,,0.0,0.0,105.0,0.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.0,3.0,5.0,-2.0,-0.5,,4.5,7.3,-2.7,-0.69,,118.0,130.0,90.8,2363.0,657.0,29.0,29.0,100.0,76.0,81.0,93.8,12.0,19.0,63.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,0,2,0,0,0,0.0,0.0,0,11.0,4.0,3.0,57.1
341,Kamil Grosicki,MF,Poland,34,1988,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,6.0,1.0,1.0,100.0,0.0,0.0,6.0,0.0,1,4.0,4.0,1.1,0,,0,1,4.0,3,0.0,1.0,1.0,0.0,0.0,0.51,1.0,0.0,0.9,20.6,21.53,4.0,6.0,66.7,61.0,30.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,
342,Kaoru Mitoma,MF,Japan,25,1997,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,21.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,7.0,2,6.0,0.0,1.0,3.0,3.0,100.0,0.0,4.0,1.0,3.0,2,9.0,5.0,0.0,9.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,42.0,30.0,32.0,4.0,100.0,2.0,5.0,40.0,5.0,2.0,47.0,3.0,4,165.0,41.0,42.3,0,,0,4,41.0,0,1.75,4.0,1.0,3.0,1.64,2.44,3.4,2.3,1.1,0.71,1.32,50.0,70.0,71.4,723.0,150.0,31.0,39.0,79.5,13.0,18.0,72.2,4.0,8.0,50.0,1,1.2,0.4,-0.2,3.0,1.0,2.0,0.0,3.0,0,0,0,3,1,0,0,0.0,0.0,0,17.0,2.0,3.0,40.0
343,Karim Ansarifard,FW,IR Iran,32,1990,0.4,0,1,0,0.0,2.57,0.0,0.0,,21.9,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,3.0,7.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,5.0,5.0,2.0,11.0,0.0,0.0,,2.0,1.0,6.0,1.0,2,35.0,18.0,13.0,0,,0,2,18.0,1,1.5,2.0,0.0,2.0,5.14,7.06,0.9,0.4,0.5,1.22,1.77,4.0,5.0,80.0,48.0,10.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0
344,Karim Boudiaf,MF,Qatar,32,1990,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,1,0.0,2.0,0.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,0,2.0,3.0,0.0,3.0,1.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,4.0,27.0,90.0,7.0,2.0,122.0,1.0,3.0,33.3,4.0,2.0,83.0,4.0,3,185.0,62.0,68.5,2,79.0,1,1,27.0,0,0.0,0.0,4.0,-4.0,-1.95,0.17,1.1,1.7,-0.6,-0.3,1.31,94.0,106.0,88.7,1555.0,406.0,43.0,49.0,87.8,37.0,42.0,88.1,10.0,11.0,90.9,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,1,0,0,2,1,0,0,0.0,0.0,0,12.0,6.0,7.0,46.2
345,Karl Toko Ekambi,FW,Cameroon,30,1992,1.8,0,2,1,50.0,1.08,0.54,0.0,0.0,15.6,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,3.0,0.0,0.0,6.0,3.25,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,7.0,38.0,24.0,5.0,66.0,1.0,4.0,25.0,3.0,4.0,47.0,5.0,3,166.0,55.0,61.5,2,70.0,0,1,27.0,0,1.33,4.0,4.0,0.0,0.0,0.0,3.1,3.9,-0.8,-0.42,0.95,43.0,53.0,81.1,784.0,115.0,23.0,27.0,85.2,13.0,13.0,100.0,7.0,10.0,70.0,0,0.3,0.4,-0.3,3.0,3.0,0.0,0.0,0.0,0,0,0,0,3,0,3,0.0,0.0,0,8.0,1.0,4.0,20.0
346,Karol Świderski,FW,Poland,25,1997,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4.0,1,1.0,1.0,2.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,7.0,5.0,0.0,14.0,0.0,0.0,,3.0,0.0,6.0,0.0,1,45.0,45.0,12.5,1,45.0,0,0,,3,0.0,0.0,0.0,0.0,0.0,0.57,0.2,1.8,-1.6,-3.1,-2.76,7.0,7.0,100.0,113.0,6.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0
347,Kasper Dolberg,FW,Denmark,25,1997,1.3,0,3,1,33.3,2.37,0.79,0.0,0.0,8.6,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,2.0,1.58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,4.0,12.0,19.0,4.0,34.0,1.0,3.0,33.3,9.0,4.0,27.0,12.0,3,114.0,38.0,42.2,1,64.0,0,2,25.0,0,0.33,0.0,2.0,-2.0,-1.58,-1.58,0.8,2.1,-1.3,-1.04,-1.11,15.0,18.0,83.3,186.0,38.0,8.0,11.0,72.7,6.0,6.0,100.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,2.0,1.0,2.0,0,0,0,2,2,1,1,0.0,0.0,0,3.0,0.0,1.0,0.0
348,Kasper Schmeichel,GK,Denmark,36,1986,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,73.0,89.0,2.0,0.0,0.0,91.0,0.0,0.0,,0.0,0.0,42.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,2.7,3.9,-1.2,-0.39,,72.0,87.0,82.8,1830.0,1388.0,16.0,16.0,100.0,36.0,36.0,100.0,20.0,35.0,57.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0
349,Keanu Baccus,MF,Australia,24,1998,1.3,0,1,0,0.0,0.79,0.0,0.0,,23.9,0.0,0,0,0.0,0.0,0.05,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,19.0,30.0,10.0,0.0,59.0,0.0,1.0,0.0,2.0,2.0,31.0,5.0,4,114.0,29.0,31.7,1,57.0,0,3,19.0,0,1.5,1.0,2.0,-1.0,-0.79,-0.42,0.5,1.6,-1.1,-0.89,0.5,26.0,41.0,63.4,479.0,142.0,11.0,16.0,68.8,9.0,12.0,75.0,4.0,9.0,44.4,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0,0,0,4,1,0,0,0.0,0.0,0,11.0,1.0,3.0,25.0
